Generation,Individual_ID,Initial_Loss,Peak_Loss,Boundary_Loss,PDE_Loss,Trace_Loss
20,48,0.0890852248744673,1.1122609810717049e-05,3.865924920704309e-08,0.0,0.0002586433075778494
20,49,0.06920345365381927,0.0012908001395158981,5.209045455734725e-08,0.0,0.00025765966928440826
20,50,0.1700755032584404,0.0011163723496504048,4.616262993519526e-08,0.0,0.0002542659853806768
20,51,0.06078141212305729,0.00013274587130331726,8.346849891731238e-08,0.0,0.0002577009606982572
20,52,0.07850650778127027,0.00010523266972671507,7.82174132349764e-08,0.0,0.0002565350018220197
20,53,0.08093675208667639,2.7696664301092173e-05,0.0,0.0,0.00025704647788684276
20,54,0.0780334536306922,2.2481619604982777e-06,1.0886002508416157e-07,0.0,0.0002559521521295088
20,55,0.06408672134257581,0.008806384490757732,1.2407047302357358e-07,0.0,0.0002565031360412721
20,56,0.06809013795435633,0.010052230420895848,6.267492272076328e-08,0.0,0.0002564098656181055
20,57,0.06275876517053186,0.004609560127798147,3.794387290563816e-08,0.0,0.0002583525891261822
20,58,0.07996661971362966,1.381378561435876e-05,1.0708965421028799e-07,0.0,0.00025548933942626186
20,59,0.07083578050916832,0.004614073206023513,6.891233431616893e-08,0.0,0.00025470302316343477
20,60,0.0872208436565526,0.000729055844222427,0.0,0.0,0.00025469890922824524
20,61,0.4123514233604139,0.014451759529460043,0.0,0.0,0.00025459839248650313
20,62,0.10823761111385224,0.00013111770345039663,0.0,0.0,0.00025696358471049435
20,63,0.07605794838184553,0.0001260306548914926,9.749065560778026e-08,0.0,0.00025553601840573906
20,64,0.06981284533550063,0.003025575329540238,1.107092289009728e-07,0.0,0.0002570154935473854
20,65,0.0736745213351852,0.011326249565255323,0.0,0.0,0.0002559551259998266
